a,eta_plus,eta_minus,lambda_plus,lambda_minus,gamma_plus,gamma_minus,rep,job,mu_exact,v_exact,mu_approx,v_approx
0.0,0.5,0.5,0.0,1.0,0.05,0.05,0,3,1.6008318399168158,1.0812664559156389,1.601605889839411,1.3508576320318024
0.1,0.55,0.45,0.1,0.9,0.05,0.05,0,3,1.5855437914456207,1.0672736772859666,1.5310186468981353,1.0693699615113976
0.2,0.6,0.4,0.2,0.8,0.05,0.05,0,3,1.5792603420739657,1.1244783100982674,1.5232547476745253,1.034674438189072
0.30000000000000004,0.65,0.35,0.30000000000000004,0.7,0.05,0.05,0,3,1.595083040491696,1.293064010200375,1.586539791346021,1.2735781614070572
0.4,0.7,0.3,0.4,0.6,0.05,0.05,0,3,1.6550871844912813,1.6697098208303824,1.7217724278227573,1.8507782252614762
0.5,0.75,0.25,0.5,0.5,0.05,0.05,0,3,1.797862570213743,2.4622687591665766,1.99245490075451,3.074540964017586
0.6000000000000001,0.8,0.19999999999999996,0.6000000000000001,0.3999999999999999,0.05,0.05,0,3,2.066318443368156,4.01566191206322,2.424329657567034,5.383621885341289
0.7000000000000001,0.8500000000000001,0.14999999999999997,0.7000000000000001,0.29999999999999993,0.05,0.05,0,3,2.720767727923227,8.333996897034089,3.071678892832111,9.646085371200039
0.8,0.9,0.09999999999999998,0.8,0.19999999999999996,0.05,0.05,0,3,3.735465926453408,16.90191122674389,4.583969941603007,22.547575118444573
0.9,0.95,0.04999999999999999,0.9,0.09999999999999998,0.05,0.05,0,3,6.278331922166808,46.926360490720015,6.637569236243076,48.631508565196114
1.0,1.0,0.0,1.0,0.0,0.05,0.05,0,3,10.648087935191207,131.63149802310798,10.676722332327767,129.0954005295935
