a,eta_plus,eta_minus,lambda_plus,lambda_minus,gamma_plus,gamma_minus,rep,job,mu_exact,v_exact,mu_approx,v_approx
0.0,0.5,0.5,0.0,1.0,0.05,0.05,0,7,1.6011123898887611,1.0806941005192012,1.6027843897215612,1.353484657824637
0.1,0.55,0.45,0.1,0.9,0.05,0.05,0,7,1.5835515416448458,1.0652869576619879,1.5324331467566852,1.0704934088369278
0.2,0.6,0.4,0.2,0.8,0.05,0.05,0,7,1.5763966423603357,1.1203235654200654,1.5258434474156555,1.0369540374634814
0.30000000000000004,0.65,0.35,0.30000000000000004,0.7,0.05,0.05,0,7,1.592458340754166,1.2904870503214272,1.5868813913118607,1.2748634206025362
0.4,0.7,0.3,0.4,0.6,0.05,0.05,0,7,1.6535578846442116,1.666804432025149,1.7165099283490073,1.8399775872408939
0.5,0.75,0.25,0.5,0.5,0.05,0.05,0,7,1.7935565206443478,2.439043941665247,1.9771721522827848,3.0210858372079046
0.6000000000000001,0.8,0.19999999999999996,0.6000000000000001,0.3999999999999999,0.05,0.05,0,7,2.0714755428524456,4.047918991471175,2.417023758297624,5.351774832446959
0.7000000000000001,0.8500000000000001,0.14999999999999997,0.7000000000000001,0.29999999999999993,0.05,0.05,0,7,2.6646864835313515,7.956079288821988,3.0819285918071406,9.687306836442588
0.8,0.9,0.09999999999999998,0.8,0.19999999999999996,0.05,0.05,0,7,3.7908908209109176,17.392663307581692,4.475350452464955,21.42640078210548
0.9,0.95,0.04999999999999999,0.9,0.09999999999999998,0.05,0.05,0,7,6.029027397097261,44.241308186002684,6.444554155544585,45.71040011198517
1.0,1.0,0.0,1.0,0.0,0.05,0.05,0,7,11.305185419481457,149.39394566102754,11.194888380511163,139.29115698622786
