a,eta_plus,eta_minus,lambda_plus,lambda_minus,gamma_plus,gamma_minus,rep,job,mu_exact,v_exact,mu_approx,v_approx
0.0,0.5,0.5,0.0,1.0,0.05,0.05,0,10,1.598788190121181,1.08008210950846,1.600011589998841,1.3498927708763948
0.1,0.55,0.45,0.1,0.9,0.05,0.05,0,10,1.5836114916388508,1.0653584362309942,1.5333320966667905,1.071334489087243
0.2,0.6,0.4,0.2,0.8,0.05,0.05,0,10,1.5776457422354258,1.1218833509214892,1.5245563475443653,1.036317207103258
0.30000000000000004,0.65,0.35,0.30000000000000004,0.7,0.05,0.05,0,10,1.591950890804911,1.2895594288787438,1.585156991484301,1.2708000839961628
0.4,0.7,0.3,0.4,0.6,0.05,0.05,0,10,1.6570989842901018,1.674931464173862,1.7358814264118576,1.8875020833596938
0.5,0.75,0.25,0.5,0.5,0.05,0.05,0,10,1.8080640691935932,2.4917232956092086,1.99450530054947,3.0862900996459186
0.6000000000000001,0.8,0.19999999999999996,0.6000000000000001,0.3999999999999999,0.05,0.05,0,10,2.097467390253261,4.170869389800292,2.431416256858374,5.427829151923396
0.7000000000000001,0.8500000000000001,0.14999999999999997,0.7000000000000001,0.29999999999999993,0.05,0.05,0,10,2.6812188818781117,8.055825132984307,3.1498128850187115,10.118884585349523
0.8,0.9,0.09999999999999998,0.8,0.19999999999999996,0.05,0.05,0,10,3.828680417131958,17.925257705065107,4.267774473222553,19.689971355322932
0.9,0.95,0.04999999999999999,0.9,0.09999999999999998,0.05,0.05,0,10,6.224479527552047,46.47774623889628,6.543122195687781,46.88844361220874
1.0,1.0,0.0,1.0,0.0,0.05,0.05,0,10,10.032323196767681,121.50115476073077,12.384684061531594,169.83486977451835
