a,eta_plus,eta_minus,lambda_plus,lambda_minus,gamma_plus,gamma_minus,rep,job,mu_exact,v_exact,mu_approx,v_approx
0.0,0.5,0.5,0.0,1.0,0.05,0.05,0,13,1.6010751898924809,1.0813712218294578,1.601884889811511,1.3534031578497276
0.1,0.55,0.45,0.1,0.9,0.05,0.05,0,13,1.5847957915204207,1.0658866914327234,1.5314984468501551,1.070191465727667
0.2,0.6,0.4,0.2,0.8,0.05,0.05,0,13,1.5769880923011907,1.1217239458787125,1.5253167974683202,1.0371434809875062
0.30000000000000004,0.65,0.35,0.30000000000000004,0.7,0.05,0.05,0,13,1.5923621907637808,1.2903216208320756,1.5832082916791708,1.2684169776617749
0.4,0.7,0.3,0.4,0.6,0.05,0.05,0,13,1.6518319848168015,1.661575504923745,1.7195132780486722,1.846664956275223
0.5,0.75,0.25,0.5,0.5,0.05,0.05,0,13,1.7979737702026228,2.4562345027689485,1.997380000262,3.0927390263267833
0.6000000000000001,0.8,0.19999999999999996,0.6000000000000001,0.3999999999999999,0.05,0.05,0,13,2.098446890155311,4.175596791289891,2.4182182581781744,5.3505595359798095
0.7000000000000001,0.8500000000000001,0.14999999999999997,0.7000000000000001,0.29999999999999993,0.05,0.05,0,13,2.609807939019206,7.63140457718212,3.155374484462552,10.136814253482449
0.8,0.9,0.09999999999999998,0.8,0.19999999999999996,0.05,0.05,0,13,3.983619951638005,19.20830392315844,4.48983770101623,21.577434194925623
0.9,0.95,0.04999999999999999,0.9,0.09999999999999998,0.05,0.05,0,13,5.744950925504908,39.812979381796254,6.856888564311143,51.278797037047276
1.0,1.0,0.0,1.0,0.0,0.05,0.05,0,13,10.072119792788023,117.82494935247314,10.050088894991111,115.40806636154103
