a,eta_plus,eta_minus,lambda_plus,lambda_minus,gamma_plus,gamma_minus,rep,job,mu_exact,v_exact,mu_approx,v_approx
0.0,0.5,0.5,0.0,1.0,0.05,0.05,0,17,1.600662189933781,1.0813688393675642,1.601095539890446,1.3523448805577405
0.1,0.55,0.45,0.1,0.9,0.05,0.05,0,17,1.5837592416240758,1.065952807145718,1.5332413466758652,1.0721777305429039
0.2,0.6,0.4,0.2,0.8,0.05,0.05,0,17,1.5775518422448158,1.1204516241178442,1.523849847615015,1.0349708062147789
0.30000000000000004,0.65,0.35,0.30000000000000004,0.7,0.05,0.05,0,17,1.5917214908278507,1.2886304634159873,1.5846517915348208,1.2697093715024153
0.4,0.7,0.3,0.4,0.6,0.05,0.05,0,17,1.6569428843057117,1.6747580861268885,1.7177604782239522,1.8402516103565518
0.5,0.75,0.25,0.5,0.5,0.05,0.05,0,17,1.797127220287278,2.4524837858875177,2.0031993496800653,3.11319710284089
0.6000000000000001,0.8,0.19999999999999996,0.6000000000000001,0.3999999999999999,0.05,0.05,0,17,2.0623044437695555,4.001745205723862,2.4198787080121296,5.360630666865184
0.7000000000000001,0.8500000000000001,0.14999999999999997,0.7000000000000001,0.29999999999999993,0.05,0.05,0,17,2.8423475157652485,9.222766269452551,3.005597549440245,9.243081593128972
0.8,0.9,0.09999999999999998,0.8,0.19999999999999996,0.05,0.05,0,17,3.6363832863616716,15.983731123968036,4.249880025011997,19.45294757156125
0.9,0.95,0.04999999999999999,0.9,0.09999999999999998,0.05,0.05,0,17,5.931115756888424,42.47142266343418,7.228384777161523,57.0348410848608
1.0,1.0,0.0,1.0,0.0,0.05,0.05,0,17,10.381471011852899,124.09396819316709,11.428038957196105,145.3984201929587
