a,eta_plus,eta_minus,lambda_plus,lambda_minus,gamma_plus,gamma_minus,rep,job,mu_exact,v_exact,mu_approx,v_approx
0.0,0.5,0.5,0.0,1.0,0.05,0.05,0,12,1.602488139751186,1.0836123967987197,1.6009657899034209,1.3502490982248596
0.1,0.55,0.45,0.1,0.9,0.05,0.05,0,12,1.583203491679651,1.065692996710732,1.531950646804935,1.071272173939445
0.2,0.6,0.4,0.2,0.8,0.05,0.05,0,12,1.5768535923146405,1.121267537630935,1.5268318973168105,1.038870870327298
0.30000000000000004,0.65,0.35,0.30000000000000004,0.7,0.05,0.05,0,12,1.5926141407385859,1.2902413160533839,1.5813384918661508,1.2644282476365207
0.4,0.7,0.3,0.4,0.6,0.05,0.05,0,12,1.6502614849738517,1.6578496430906373,1.7346645765335422,1.884439867569601
0.5,0.75,0.25,0.5,0.5,0.05,0.05,0,12,1.7853396214660378,2.4076932765104218,1.987138751286125,3.0531036329546146
0.6000000000000001,0.8,0.19999999999999996,0.6000000000000001,0.3999999999999999,0.05,0.05,0,12,2.068601343139866,4.024917602757029,2.4595559040444095,5.539704545968307
0.7000000000000001,0.8500000000000001,0.14999999999999997,0.7000000000000001,0.29999999999999993,0.05,0.05,0,12,2.7058081794191824,8.250190689029392,3.1893674310632565,10.353339487132557
0.8,0.9,0.09999999999999998,0.8,0.19999999999999996,0.05,0.05,0,12,3.8286903671309633,17.80719047603253,4.442575655742434,21.13526675583016
0.9,0.95,0.04999999999999999,0.9,0.09999999999999998,0.05,0.05,0,12,6.201731579826842,46.00356476527451,6.597595490240451,47.908634653468766
1.0,1.0,0.0,1.0,0.0,0.05,0.05,0,12,10.711167778883222,132.00913348878902,9.914000758599926,111.95044108469492
