a,eta_plus,eta_minus,lambda_plus,lambda_minus,gamma_plus,gamma_minus,rep,job,mu_exact,v_exact,mu_approx,v_approx
0.0,0.5,0.5,0.0,1.0,0.05,0.05,0,2,1.6010544398945559,1.0814410160122963,1.6022813397718663,1.3520114162871821
0.1,0.55,0.45,0.1,0.9,0.05,0.05,0,2,1.5838461416153857,1.065213942311801,1.53218179678182,1.071527349699593
0.2,0.6,0.4,0.2,0.8,0.05,0.05,0,2,1.5775003422499654,1.1208032092701874,1.5240333975966605,1.036299317112268
0.30000000000000004,0.65,0.35,0.30000000000000004,0.7,0.05,0.05,0,2,1.5925823407417659,1.290476205278007,1.5851796914820309,1.2730579171276766
0.4,0.7,0.3,0.4,0.6,0.05,0.05,0,2,1.6513929848607014,1.6599749208454924,1.7267272773272722,1.8627580752994293
0.5,0.75,0.25,0.5,0.5,0.05,0.05,0,2,1.798488770151123,2.4616190240222124,1.971636652836335,3.0000108704561383
0.6000000000000001,0.8,0.19999999999999996,0.6000000000000001,0.3999999999999999,0.05,0.05,0,2,2.0908635909136413,4.136809193339738,2.456499054350094,5.537267838811548
0.7000000000000001,0.8500000000000001,0.14999999999999997,0.7000000000000001,0.29999999999999993,0.05,0.05,0,2,2.6768120323187965,8.046715222429524,3.136981486301851,10.029966467537498
0.8,0.9,0.09999999999999998,0.8,0.19999999999999996,0.05,0.05,0,2,3.7455542754445723,16.921924124588795,4.288790921120908,19.759824169555696
0.9,0.95,0.04999999999999999,0.9,0.09999999999999998,0.05,0.05,0,2,5.764210423578957,40.27921114217039,6.449330255066974,45.631684738523205
1.0,1.0,0.0,1.0,0.0,0.05,0.05,0,2,10.934493956550604,139.11817179602536,10.569541043045895,125.2250070453478
