a,eta_plus,eta_minus,lambda_plus,lambda_minus,gamma_plus,gamma_minus,rep,job,mu_exact,v_exact,mu_approx,v_approx
0.0,0.5,0.5,0.0,1.0,0.05,0.05,0,14,1.601194039880596,1.0811331821553027,1.6003018399698163,1.3501544298771795
0.1,0.55,0.45,0.1,0.9,0.05,0.05,0,14,1.584343241565676,1.065905235300292,1.5312325968767402,1.0690635428884332
0.2,0.6,0.4,0.2,0.8,0.05,0.05,0,14,1.5772320422767958,1.1216504238842342,1.5267496473250355,1.0385287774435539
0.30000000000000004,0.65,0.35,0.30000000000000004,0.7,0.05,0.05,0,14,1.595997440400256,1.29595758591929,1.582760641723936,1.2666098738355225
0.4,0.7,0.3,0.4,0.6,0.05,0.05,0,14,1.6498931350106865,1.6575556050743128,1.721998527800147,1.8505085886753738
0.5,0.75,0.25,0.5,0.5,0.05,0.05,0,14,1.8009272199072779,2.465263977736761,1.9587652041234798,2.961151595323831
0.6000000000000001,0.8,0.19999999999999996,0.6000000000000001,0.3999999999999999,0.05,0.05,0,14,2.0887050911294907,4.118913594129492,2.411425358857464,5.316227025539223
0.7000000000000001,0.8500000000000001,0.14999999999999997,0.7000000000000001,0.29999999999999993,0.05,0.05,0,14,2.6899668810033117,8.096142895898844,3.1458786854121312,10.061293200885052
0.8,0.9,0.09999999999999998,0.8,0.19999999999999996,0.05,0.05,0,14,3.7661108733889126,17.184832802499407,4.396163410383659,20.727923613786274
0.9,0.95,0.04999999999999999,0.9,0.09999999999999998,0.05,0.05,0,14,5.681945631805437,39.095630299193466,7.064729593527041,53.69867470943535
1.0,1.0,0.0,1.0,0.0,0.05,0.05,0,14,10.103128039687196,120.98321765804495,11.325770967422905,143.48843261732839
