a,eta_plus,eta_minus,lambda_plus,lambda_minus,gamma_plus,gamma_minus,rep,job,mu_exact,v_exact,mu_approx,v_approx
0.0,0.5,0.5,0.0,1.0,0.05,0.05,0,4,1.6024283397571661,1.0834923508161989,1.6022293397770662,1.3520516508384959
0.1,0.55,0.45,0.1,0.9,0.05,0.05,0,4,1.5855968414403159,1.0670117983015799,1.5318971968102801,1.0705409866798044
0.2,0.6,0.4,0.2,0.8,0.05,0.05,0,4,1.5764124423587556,1.1188404511848389,1.5225490977450904,1.03401275973876
0.30000000000000004,0.65,0.35,0.30000000000000004,0.7,0.05,0.05,0,4,1.5913606408639356,1.288831828583072,1.5870994912900507,1.2749628753620956
0.4,0.7,0.3,0.4,0.6,0.05,0.05,0,4,1.6545412345458765,1.668340462602691,1.7276051772394823,1.8654929165640803
0.5,0.75,0.25,0.5,0.5,0.05,0.05,0,4,1.785539721446028,2.4077913435440967,1.98430610156939,3.04847899667952
0.6000000000000001,0.8,0.19999999999999996,0.6000000000000001,0.3999999999999999,0.05,0.05,0,4,2.086520991347901,4.116039005703689,2.4405994559400543,5.451149254897616
0.7000000000000001,0.8500000000000001,0.14999999999999997,0.7000000000000001,0.29999999999999993,0.05,0.05,0,4,2.7134425786557417,8.25521466053955,3.1293748370625165,10.046335995227663
0.8,0.9,0.09999999999999998,0.8,0.19999999999999996,0.05,0.05,0,4,3.9993666500633354,19.338853114982506,4.265490173450983,19.59703430104903
0.9,0.95,0.04999999999999999,0.9,0.09999999999999998,0.05,0.05,0,4,6.297898720210127,47.18494557512825,6.823778267622173,51.133714634560874
1.0,1.0,0.0,1.0,0.0,0.05,0.05,0,4,9.714758728524126,110.93485841542474,10.636482886351711,126.99362284550807
