a,eta_plus,eta_minus,lambda_plus,lambda_minus,gamma_plus,gamma_minus,rep,job,mu_exact,v_exact,mu_approx,v_approx
0.0,0.5,0.5,0.0,1.0,0.05,0.05,0,9,1.6018220398177958,1.081878687982702,1.599586790041321,1.3475951604979968
0.1,0.55,0.45,0.1,0.9,0.05,0.05,0,9,1.5835022916497707,1.065604885031485,1.5311515968848404,1.0689022960242522
0.2,0.6,0.4,0.2,0.8,0.05,0.05,0,9,1.5780902421909757,1.122778026186944,1.524487647551235,1.0369366763637755
0.30000000000000004,0.65,0.35,0.30000000000000004,0.7,0.05,0.05,0,9,1.593311240668876,1.2918172073124152,1.5892563410743659,1.2797292018084265
0.4,0.7,0.3,0.4,0.6,0.05,0.05,0,9,1.6525281847471815,1.6627127092599734,1.7168548783145123,1.8377392982746636
0.5,0.75,0.25,0.5,0.5,0.05,0.05,0,9,1.791774270822573,2.432672648105468,1.9858768014123198,3.049638530277854
0.6000000000000001,0.8,0.19999999999999996,0.6000000000000001,0.3999999999999999,0.05,0.05,0,9,2.156749534325047,4.486967982335041,2.4541292545870745,5.519407847564065
0.7000000000000001,0.8500000000000001,0.14999999999999997,0.7000000000000001,0.29999999999999993,0.05,0.05,0,9,2.6275730372426964,7.683861675155017,3.141131085886891,10.035088511095742
0.8,0.9,0.09999999999999998,0.8,0.19999999999999996,0.05,0.05,0,9,3.8653388634661137,18.164203010073738,4.380570461942954,20.64072604494054
0.9,0.95,0.04999999999999999,0.9,0.09999999999999998,0.05,0.05,0,9,6.068630643136936,44.52795623155596,6.898033810196619,52.059988689098404
1.0,1.0,0.0,1.0,0.0,0.05,0.05,0,9,10.163587533641246,119.94654277150683,10.62360458763954,127.73980975540567
